TTOO,CREATED_SUNDAY,CREATED_SUNDAY_CANCEL_1_HOUR,CREATED_SUNDAY_CANCEL_24_HOUR,CREATED_MONDAY,CREATED_MONDAY_CANCEL_1_HOUR,CREATED_MONDAY_CANCEL_24_HOUR,CREATED_TUESDAY,CREATED_TUEDAY_CANCEL_1_HOUR,CREATED_TUSDAY_CANCEL_24_HOUR,CREATED_WEDNESDAY,CREATED_WEDNES_CANCEL_1_HOUR,CREATED_WEDNES_CANCEL_24_HOUR,CREATED_THURSDAY,CREATED_THURSDAY_CANCEL_1_HOUR,CREATED_THURS_CANCEL_24_HOUR,CREATED_FRIDAY,CREATED_FRIDAY_CANCEL_1_HOUR,CREATED_FRIDAY_CANCEL_24_HOUR,CREATED_SATURDAY,CREATED_SATURDAY_CANCEL_1_HOUR,CREATED_SATUR_CANCEL_24_HOUR
4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4068,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4081,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
4086,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0
4088,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236,3,0,0,2,0,0,4,0,1,1,0,0,5,0,0,5,0,0,2,0,0
4244,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,3,0,0,0,0,0
4326,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0
4327,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4339,8,2,2,13,4,4,25,13,13,9,3,3,16,10,10,4,0,0,7,2,2
4400,1,1,1,1,0,0,5,2,3,0,0,0,0,0,0,2,0,0,0,0,0
4405,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4468,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
4469,4,0,0,7,0,0,9,0,0,4,0,1,6,0,1,4,0,1,1,0,0
4513,1,0,0,0,0,0,1,0,0,6,5,5,1,0,0,1,0,0,1,0,0
4539,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,2,1,1,0,0,0
4540,0,0,0,0,0,0,2,1,1,2,0,0,2,0,0,2,0,0,0,0,0
4541,1,0,0,3,1,1,2,0,0,2,0,0,3,0,0,1,0,0,1,0,0
4605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4640,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0
4677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4694,2,0,0,89,2,10,106,5,11,143,9,17,59,4,7,94,6,8,13,0,1
4710,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4906,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,1,1
4942,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6,1,1,0,0,0
4944,1,0,0,0,0,0,4,0,0,2,0,0,1,0,0,2,0,0,2,0,0
4958,0,0,0,6,0,0,5,0,1,5,2,2,1,0,0,7,0,0,0,0,0
4976,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
4986,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0
5119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0
5156,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5198,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5210,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5222,0,0,0,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5234,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5237,0,0,0,1,0,1,0,0,0,2,1,1,5,0,0,3,0,0,0,0,0
5263,0,0,0,8,3,3,0,0,0,4,1,1,1,0,0,2,0,0,0,0,0
5273,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0
5280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5281,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5361,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5390,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5396,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
5398,0,0,0,1,0,0,2,0,0,5,0,1,2,0,0,3,0,0,0,0,0
5428,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5492,0,0,0,5,1,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0
5497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
5511,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0
5518,0,0,0,6,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5521,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
5525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5547,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,4,0,0,0,0,0
5552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5562,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0
5582,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0
5586,1,0,0,29,1,3,1,0,0,35,1,3,27,1,3,36,1,2,0,0,0
5588,0,0,0,1,0,0,3,0,0,5,1,1,7,0,4,1,0,0,2,0,1
5589,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
5594,0,0,0,2,0,0,3,0,2,1,0,0,2,0,0,1,0,0,0,0,0
5602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
5607,0,0,0,0,0,0,7,2,2,0,0,0,5,0,1,0,0,0,0,0,0
5615,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5638,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5642,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1,0,0,2,0,0
5665,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5682,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
5685,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0
5722,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5754,0,0,0,2,1,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5763,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0
5787,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5795,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5839,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
5841,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,4,0,0,0,0,0
5842,0,0,0,4,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
5843,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5851,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5871,1,0,1,13,1,1,7,1,2,6,0,0,14,1,2,23,0,0,11,3,3
5911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5918,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,3,0,0
5944,15,0,0,27,0,1,19,0,0,16,0,0,17,0,1,23,1,1,17,1,3
5961,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0
5965,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6007,0,0,0,4,0,0,3,1,1,5,0,0,2,0,0,1,0,0,0,0,0
6011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6014,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
6067,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6073,0,0,0,6,0,1,4,0,0,4,0,0,5,0,2,8,0,0,0,0,0
6078,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6102,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0
6171,10,0,0,12,3,4,9,0,0,10,0,0,12,0,0,18,0,3,12,2,2
6182,0,0,0,0,0,0,3,0,0,1,0,0,4,1,1,0,0,0,4,0,0
6197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0
6221,0,0,0,1,0,0,8,0,1,8,0,1,2,1,1,3,0,0,3,0,0
6222,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0
6266,29,1,6,80,5,7,80,6,11,72,8,13,118,3,11,112,1,6,41,3,3
6304,0,0,0,0,0,0,1,0,0,0,0,0,12,0,5,0,0,0,0,0,0
6308,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6324,0,0,0,4,1,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
6394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6430,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0
6463,0,0,0,2,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
6471,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6474,0,0,0,5,1,1,5,0,0,5,0,1,12,1,1,9,0,0,7,0,0
6477,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6491,0,0,0,1,1,1,0,0,0,4,0,2,7,2,4,0,0,0,6,0,1
6515,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6542,0,0,0,6,0,0,1,0,0,8,2,4,9,0,0,5,0,0,2,0,0
6544,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6559,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6560,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6573,7,0,0,2,0,0,8,1,2,5,0,0,1,0,0,6,0,0,4,0,0
6648,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6668,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
6681,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
6688,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6693,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6721,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6757,14,0,2,45,1,11,54,0,11,52,0,7,42,0,4,85,3,11,36,0,3
6761,0,0,0,0,0,0,1,0,0,3,0,0,9,0,0,2,0,0,0,0,0
6763,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6764,0,0,0,15,1,1,30,1,2,24,1,3,27,2,3,26,3,6,7,0,0
6792,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6808,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
6829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6837,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
6850,57,9,11,146,19,25,132,6,12,118,16,27,140,13,21,86,4,7,21,0,0
6851,13,2,3,271,17,28,231,10,22,281,12,29,218,11,17,124,2,11,27,0,1
6857,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
6868,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6874,0,0,0,1,0,0,7,0,0,12,0,0,1,0,0,7,1,2,1,0,0
6876,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
6879,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6897,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6917,0,0,0,1,0,0,0,0,0,1,1,1,4,1,1,1,0,0,0,0,0
6952,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,0,0,0
6985,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0
7010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7015,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
7019,0,0,0,1,0,0,1,0,0,6,0,2,4,0,0,6,0,0,3,0,0
7028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7039,17,0,0,16,0,0,12,1,2,14,1,1,22,4,5,17,1,2,5,0,0
7042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7044,0,0,0,4,0,0,3,0,0,4,0,0,3,0,0,2,0,0,0,0,0
7058,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7078,1,1,1,0,0,0,7,0,3,2,0,0,7,0,2,10,0,0,0,0,0
7080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7111,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7117,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
7163,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7168,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
7175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7180,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7193,0,0,0,11,0,0,14,0,0,12,1,1,8,0,0,10,0,0,1,0,0
7208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7220,3,0,0,9,0,1,5,0,2,19,0,0,8,0,0,8,0,0,12,1,1
7239,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7242,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7247,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,4,0,0
7262,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0
7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
7302,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7306,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
7308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7313,0,0,0,0,0,0,2,1,1,0,0,0,2,1,2,1,0,0,0,0,0
7350,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7355,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0
7372,5,0,0,4,0,0,31,0,0,5,0,0,0,0,0,308,0,1,11,0,0
7391,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7399,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7409,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7490,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0
7584,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7595,1,0,0,5,0,0,16,0,0,5,0,0,4,0,0,9,0,0,11,0,0
7598,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7612,20,1,3,29,5,7,40,5,6,23,3,6,34,2,3,27,1,1,26,0,1
7613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7616,1,0,0,3,0,0,5,2,2,3,0,0,1,0,0,3,0,0,0,0,0
7662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7679,0,0,0,3,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7685,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7711,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7726,2,0,0,1,0,0,6,0,0,6,0,0,5,0,1,7,0,0,7,0,0
7730,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7733,0,0,0,1,0,0,7,2,2,9,5,5,6,0,0,9,1,2,7,1,1
7747,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7750,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7763,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7766,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
7778,2,0,0,6,0,0,16,3,3,3,0,0,11,1,1,7,1,1,3,0,0
7800,1,0,0,31,0,0,21,0,0,3,0,0,25,1,1,12,0,1,7,0,0
7803,1,0,0,8,3,3,3,0,0,0,0,0,17,0,0,14,0,0,3,0,0
7823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7825,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7831,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7864,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,1,1,3,0,0
7875,0,0,0,1,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0
7883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7900,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7943,0,0,0,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7946,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7951,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7968,10,2,2,13,2,3,13,0,1,12,0,0,11,1,1,10,0,0,4,0,0
7978,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7989,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8000,0,0,0,4,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0
8014,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8041,16,0,0,23,0,0,11,0,0,17,1,1,11,0,0,13,0,0,14,2,2
8059,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8067,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,4,0,0,2,1,1
8106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8134,0,0,0,1,0,1,3,1,1,0,0,0,1,0,0,0,0,0,2,0,1
8156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8157,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0
8162,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,4,1,1
8166,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0
8170,0,0,0,2,0,0,0,0,0,3,0,0,4,0,0,4,0,1,2,0,0
8171,1,0,0,0,0,0,1,0,0,4,0,1,3,0,0,0,0,0,2,0,0
8173,1,0,1,3,0,0,5,0,0,6,1,2,3,0,1,2,0,2,0,0,0
8196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8198,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8217,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8237,0,0,0,9,0,0,7,0,0,10,0,0,3,0,0,4,0,0,0,0,0
8240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
8241,0,0,0,2,0,0,4,1,1,1,0,0,2,1,1,10,1,1,2,0,0
8249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8258,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0
8268,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0
8319,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8332,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8380,0,0,0,14,0,0,13,0,1,20,1,1,29,0,0,10,0,0,8,0,1
8394,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8401,0,0,0,0,0,0,4,0,0,0,0,0,5,1,2,0,0,0,0,0,0
8431,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
8434,1,0,0,9,2,2,2,0,0,11,1,2,6,0,1,1,0,0,1,0,0
8501,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
8507,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,0,0,0
8537,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8621,0,0,0,2,0,0,1,0,0,2,0,1,1,0,0,5,0,0,2,0,0
8629,0,0,0,0,0,0,3,0,0,0,0,0,2,2,2,1,0,0,1,1,1
8639,1,0,0,0,0,0,1,0,0,5,0,1,1,0,0,2,0,2,0,0,0
8661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8665,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8736,0,0,0,11,0,0,21,1,2,0,0,0,10,0,4,17,1,2,0,0,0
8737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8749,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0
8753,0,0,0,6,0,0,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0
8764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8859,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8864,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
8888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8896,0,0,0,11,0,1,18,0,1,14,0,0,26,0,4,30,1,3,0,0,0
8898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
